,Nombre,Barrio,Tipo_terraza
1364,FUENTE LAS CANALEJAS,CASCO H.VALLECAS    ,Acera
1365,EL BOULEVAR,ENSANCHE DE VALLECAS,Acera
1366,TENDIDO 11 TABERNA,VENTAS              ,Acera
1367,EL CENADOR DE JULIA,CONCEPCION          ,Acera
1368,BELMARI,CONCEPCION          ,Acera
1369,PATIO ANDALUZ DUNA,VENTAS              ,Acera
1370,BAR DOCAMAR,QUINTANA            ,Calle peatonal
1371,LLAOLLAO,QUINTANA            ,Acera
1372,IPANEMA,QUINTANA            ,Acera
1373,MONTYS ALCALA 381,QUINTANA            ,Acera
1374,HOME BURGUER BAR RESTAURANTE,CIUDAD JARDIN       ,Otros
1375,BAR CERVECERIA TOCARADA,ORCASITAS           ,Acera
1376,DIEZ HOYOS,CASTELLANA          ,Acera
1377,BAR JAYSA,SANTA EUGENIA       ,Otros
1378,RESTAURANTE  EL MANTEL,CASCO H.VALLECAS    ,Acera
1379,CERVECERIA DAVID E IVAN,CASCO H.VALLECAS    ,Acera
1380,CAFETERIA MARVI (L-40),SANTA EUGENIA       ,Acera
1381,DONER KEBAAB MADRID,PACIFICO            ,Acera
1382,BAR LUVI,PACIFICO            ,Acera
1383,LA MONUMENTAL,PACIFICO            ,Acera
1384,BAR JAIVIC,IMPERIAL            ,Acera
1385,EL GLOBO,CASCO H.VALLECAS    ,Acera
1386,BAR RESTAURANTE CONGOSTO 47,CASCO H.VALLECAS    ,Acera
1387,BAR AGAVEL CAFETERIA,CASCO H.VALLECAS    ,Acera
1388,CAFETERIA LIBRA,SANTA EUGENIA       ,Acera
1389,RESTAURANTE MAR ABIERTO,CASCO H.VALLECAS    ,Plaza peatonal
1390,TELEPIZZA,ENSANCHE DE VALLECAS,Acera
1391,MESON REMO,SANTA EUGENIA       ,Acera
1392,LA CA?ADA,CASCO H.VALLECAS    ,Acera
1393,BAR EL JULY                            ,VINATEROS           ,Otros
1394,EL RINCON DE ANDALUCIA II,ORCASUR             ,Acera
1395,EL SE?ORIO DE LAS SUERTES,ENSANCHE DE VALLECAS,Acera
1396,PASTELERIA JARANDA,ENSANCHE DE VALLECAS,Acera
1397,RESTAURANTE LA MERCED,CASCO H.VALLECAS    ,Acera
1398,PANS & COMPANY,RECOLETOS           ,Acera
1399,EL CUCURUCHO DEL MAR,SOL                 ,Calle peatonal
1400,BETI JAI,JUSTICIA            ,Acera
1401,PLAZA RAMALES TOMA JAMON,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
1402,STAR STUDIO,SOL                 ,Plaza peatonal
1403,DRINK SANDWICHES,PALACIO             ,Acera
1404,NEVADO,UNIVERSIDAD         ,Plaza con bandas permanentes de circulaci? rodada
1405,HOTEL VICTORIA 4,SOL                 ,Calle peatonal
1406,R?TULO NO INFORMADO,PALACIO             ,Acera
1407,CARPE DIEM,SOL                 ,Plaza peatonal
1408,BAR AL-JJ,PUEBLO NUEVO        ,Acera
1409,CERVECERIA  SICANIA RESTAURANTE,PUEBLO NUEVO        ,Acera
1410,CASA JORGE,PUEBLO NUEVO        ,Acera
1411,BAR FOCOS,PUEBLO NUEVO        ,Acera
1412,LOS CABALLEROS DE ?VILA,PUEBLO NUEVO        ,Acera
1413,LA FAMOSA CARNICER?A Y ALIMENTACI?N POLIVALENTE ,PUEBLO NUEVO        ,Acera
1414,CAFETERIA JOYMA,QUINTANA            ,Acera
1415,BAR L C,COSTILLARES         ,Acera
1416,CAFETERIA JIMENEZ,COSTILLARES         ,Acera
1417,EL RINCON DEL JAMON,COSTILLARES         ,Acera
1418,CAFERERIA BAR LAS TRES CORONAS,CONCEPCION          ,Acera
1419,EL CASTILLO BAR CERVECERIA,QUINTANA            ,Acera
1420,LA PARADA,VISTA ALEGRE        ,Acera
1421,SIN ROTULO,PUEBLO NUEVO        ,Calle peatonal
1422,BAR RESTAURANTE LECHONA TAMAL Y MONDONGO,QUINTANA            ,Acera
1423,LA GIRALDA,CONCEPCION          ,Acera
1424,CAFE BAR NEVADA,CONCEPCION          ,Acera
1425,BAR CAYPI,CONCEPCION          ,Acera
1426,RESTAURANTE EPOCA,COSTILLARES         ,Acera
1427,MESON BRASA,QUINTANA            ,Calle peatonal
1428,BAR ZURICH,PUEBLO NUEVO        ,Acera
1429,LAMADREBAR ,PUEBLO NUEVO        ,Acera
1430,HELADER?A TUCHI,ENSANCHE DE VALLECAS,Bulevar
1431,CERVECERIA EL 31,CONCEPCION          ,Acera
1432,NUEVO JIMENEZ,COSTILLARES         ,Acera
1433,BAR RESTAURANTE DON GIL,VENTAS              ,Acera
1434,BAR JOSE LUIS PAUL,QUINTANA            ,Acera
1435,BAR RIO,CONCEPCION          ,Acera
1436,CAFETERIA LA LEONESA I,CONCEPCION          ,Acera
1437,JUNQUERAL MARISQUERIA,PUEBLO NUEVO        ,Acera
1438,"EXCLUSIVE PREMIUM BAR,INTERNATIONAL CUISINE,SHISHA?S LOUNGE, OUTLET",PACIFICO            ,Acera
1439,LA PARISIENA,NI?O JESUS          ,Acera
1440,SIGUERO,LOS JERONIMOS       ,Acera
1441,CAFE BAR TROY,PACIFICO            ,Acera
1442,"BAR EL TOLEDANO SAN CI, 39",CASCO H.VICALVARO   ,Acera
1443,BAR SAN ANTONIO,EL PILAR            ,Superficie en parcela privada
1444,BAR PARIS,LAS AGUILAS         ,Superficie en parcela privada
1445,HARINA,LOS JERONIMOS       ,Plaza con bandas permanentes de circulaci? rodada
1446,TOMA JAM?N,IBIZA               ,Acera
1447,BURGER KING,PACIFICO            ,Acera
1448,VIENA AZUL,NI?O JESUS          ,Acera
1449,ALQUITARA,PACIFICO            ,Acera
1450,JOTA CINCO,QUINTANA            ,Acera
1451,BAR,VENTAS              ,Acera
1452,BAR PORSI,PUEBLO NUEVO        ,Acera
1453,LA PARRILLA,PUEBLO NUEVO        ,Acera
1454,BAR BARRANCO,PUEBLO NUEVO        ,Acera
1455,CAFETERIA FUENTE DE,CONCEPCION          ,Acera
1456,BAR LUVIAL,QUINTANA            ,Acera
1457,AMPARO PELUQUERIA,VENTAS              ,Acera
1458,MESON BALCON  TIETAR II,SAN PASCUAL         ,Acera
1459,EL HERMOSO VALLE CERVECERIA,SAN PASCUAL         ,Acera
1460,GRAN HONG KONG,COLINA              ,Acera
1461,LA MARINA,QUINTANA            ,Acera
1462,PUNTO Y COMA,COSTILLARES         ,Acera
1463,CAFETERIA EL SURTIDOR,ACACIAS             ,Acera
1464,STARBUCKS COFFE,PALACIO             ,Acera
1465,EL TIO ANTONIO ,EL PARDO            ,Plaza peatonal
1466,GUISADO MOYA BLANCA FLORA,PACIFICO            ,Acera
1467,A Z FOOD  AND CAFE,LOS JERONIMOS       ,Acera
1468,ALFONSO XI,LOS JERONIMOS       ,Acera
1469,DONDE SIEMPRE,PACIFICO            ,Acera
1470,BAR-CAFETERIA  TANAY,PACIFICO            ,Acera
1471,LA TAGLIATELLA,IBIZA               ,Acera
1472,EL TALGO,IBIZA               ,Bulevar
1473,TOLEZAMAR BAR RESTAURANTE,IBIZA               ,Bulevar
1474,R?TULO NO INFORMADO,ENSANCHE DE VALLECAS,Acera
1475,HORNO ROSALES,BUTARQUE            ,Acera
1476,BAR JANNA,PUERTA DEL ANGEL    ,Acera
1477,RESTAURANTE MARTINETE,LISTA               ,Acera
1478,FABORIT,CORTES              ,Acera
1479,CAFETERIA DOMINGO'S,PALACIO             ,Acera
1480,BAR LAS CUBAS,CASCO H.VALLECAS    ,Acera
1481,EL RINCON DE MINAYA,ENSANCHE DE VALLECAS,Acera
1482,CAFETERIA FRANCES,CASCO H.VALLECAS    ,Acera
1483,CASA GORI,SANTA EUGENIA       ,Acera
1484,LA TAGLIATELLA  PIZZERIE,CASTILLEJOS         ,Acera
1485,MESON RESTAURANTE O PAZO DE LUGO,EMBAJADORES         ,Acera
1486,RESTAURANTE GREEN,CORRALEJOS          ,Acera
1487,ARBONAIDA,PALACIO             ,Calle peatonal
1488,LACA?A,EMBAJADORES         ,Acera
1489,CAFE DEL REAL,PALACIO             ,Acera
1490,CERVECERIA LA SURE?A,SOL                 ,Calle peatonal
1491,LA PLATERIA TABERNA BAR,CORTES              ,Plaza peatonal
1492,CRUZ DE MALTA CERVECERIA,SOL                 ,Calle peatonal
1493,CABREIRA CERVECERIA,UNIVERSIDAD         ,Calle peatonal
1494,EL ABUELO ,SOL                 ,Acera
1495,BAR EL PE?ON,PALACIO             ,Acera
1496,CAFE DE LA VILLA,PALACIO             ,Plaza peatonal
1497,KFC,SOL                 ,Calle peatonal
1498,CERVECERIA ALEMANA,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
1499,HOTEL ROOM MATE,JUSTICIA            ,Plaza con bandas permanentes de circulaci? rodada
1500,DONNER KING,VENTAS              ,Acera
1501,BAR LA CUADRILLA,VENTAS              ,Acera
1502,DELICIOUS KITCHEN,VENTAS              ,Acera
1503,LOS CLUBS,VENTAS              ,Acera
1504,SAL Y PIMIENTA,VENTAS              ,Acera
1505,COCOTITO,SOL                 ,Calle peatonal
1506,MALASPINA,SOL                 ,Calle peatonal
1507,CASA MARIUS,SOL                 ,Calle peatonal
1508,LA DESCUBIERTA,SOL                 ,Calle peatonal
1509,BAR RESTAURANTE EN BUSCA DEL TIEMPO,SOL                 ,Calle peatonal
1510,MAJADERITOS,SOL                 ,Calle peatonal
1511,R??TULO NO INFORMADO,SOL                 ,Acera
1512,BARCELONA OCHO,SOL                 ,Acera
1513,STARBUCKS,SOL                 ,Acera
1514,BAR SAN BRUNO,PALACIO             ,Calle peatonal
1515,BAR,VENTAS              ,Acera
1516,BAR RESTAURANTE PORTA LATINA,VENTAS              ,Acera
1517,EL GALEON,VENTAS              ,Acera
1518,BAR DOS HERMANOS,VENTAS              ,Acera
1519,PUNTO LATINO,QUINTANA            ,Plaza peatonal
1520,MESON LAS PICAS,PUEBLO NUEVO        ,Acera
1521,BAR LOS CHARROS,VENTAS              ,Acera
1522,DEHESA DE SANTA MARIA,CASTILLEJOS         ,Acera
1523,BAR CHIC,BELLAS VISTAS       ,Acera
1524,LA MUCCA ,UNIVERSIDAD         ,Acera
1525,BAR RESTAURANTE LA CARPA,EMBAJADORES         ,Acera
1526,LAS DESCALZAS,SOL                 ,Calle peatonal
1527,TABERNA ERRANTE,PALACIO             ,Acera
1528,CAFETERIA OSMAR,PALACIO             ,Acera
1529,CAFETERIA ALCES RESTAURANTE,EMBAJADORES         ,Acera
1530,RESTAURANTE EL PUCHERO SA,NUEVA ESPA?A        ,Acera
1531,GREENER,PROSPERIDAD         ,Superficie en parcela privada
1532,GINOS,NUEVA ESPA?A        ,Acera
1533,LA TABERNA DE PEDRO,HISPANOAMERICA      ,Acera
1534,RESTAURANTE EL MIRADOR CAFETERIA,GUINDALERA          ,Acera
1535,R?TULO NO INFORMADO,RECOLETOS           ,Bulevar
1536,EL MERCADO DE VELAZQUEZ,RECOLETOS           ,Acera
1537,TACO BELL,ARGUELLES           ,Acera
1538,TORO TAPAS,PALACIO             ,Calle peatonal
1539,CEIP RAMIRO DE MAEZTU,EL VISO             ,Acera
1540,CERVECERIA LA SURE?A,GOYA                ,Plaza peatonal
1541,GENESIS,LOS ROSALES         ,Plaza peatonal
1542,EL JAMON Y EL CHURRASCO,CASTILLEJOS         ,Acera
1543,MAESTRO CHURRERO,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
1544,MAESTRO CHURERO CHOCOLATERIA,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
1545,PIZZERIA CARLOS,BERRUGUETE          ,Acera
1546,BAR EL CORTIJO II,COMILLAS            ,Acera
1547,ENKLIMA,ARGUELLES           ,Acera
1548,FLORIDA 18,CASA DE CAMPO       ,Acera
1549,RESTAURANTE BAR RETORNO,CONCEPCION          ,Acera
1550,CAFETERIA ORFE,SAN JUAN BAUTISTA   ,Acera
1551,MESON LA CHOZA BAR,PUEBLO NUEVO        ,Acera
1552,BAR LAS GARGOLAS,VENTAS              ,Acera
1553,CERVECERIA LA PLAZA,VENTAS              ,Plaza peatonal
1554,BAR-CAFETERIA,VENTAS              ,Calle peatonal
1555,CAFETERIA BAR NORTE,VENTAS              ,Calle peatonal
1556,SHANGO,PUEBLO NUEVO        ,Acera
1557,BAR CAFETERIA LA CASTIZA,CONCEPCION          ,Acera
1558,TABERNA EL 7,CONCEPCION          ,Acera
1559,PIZZERIA DON VITO,VENTAS              ,Calle peatonal
1560,BAR LA TABERNA DE YOLI ANTES LOS ?NGELES,CASCO H.VICALVARO   ,Acera
1561,EL SUE?O DE GONZALO,CUATRO CAMINOS      ,Acera
1562,M?S CORAZ?N                                      ,EMBAJADORES         ,Acera
1563,EL GRANERO DE LAVAPIES                            ,EMBAJADORES         ,Acera
1564,BAR LOS PUENTES,CASCO H.VALLECAS    ,Acera
1565,ENSALADAS Y MAS,CASTELLANA          ,Acera
1566,BAR,ALMENARA            ,Superficie en parcela privada
1567,SAPAMA,QUINTANA            ,Acera
1568,CERVECERIA CARLOS V,LA PAZ              ,Acera
1569,TABERNA LA BUHA,PALACIO             ,Acera
1570,BAR EL VIAJERO,PALACIO             ,Acera
1571,BAR EL PARQUE,LOS ROSALES         ,Acera
1572,EL OBRADOR SEVERIANO,SAN FERMIN          ,Acera
1573,LA BRA?A,ALMENDRALES         ,Acera
1574,CERVECERIA CHUNDA                                 ,IBIZA               ,Bulevar
1575,POLLO Y CARBON,PACIFICO            ,Acera
1576,HELADOS SIENNA,IBIZA               ,Acera
1577,CAFETER?A,CASTELLANA          ,Otros
1578,CAFE Y MAS,IMPERIAL            ,Acera
1579,IBERICO & D.O.,NI?O JESUS          ,Plaza con bandas permanentes de circulaci? rodada
1580,RESTAURANTE BACO,CIUDAD JARDIN       ,Acera
1581,TABERNA LA GOYESCA,NUEVA ESPA?A        ,Acera
1582,PENALTY LOUNGE BAR,HISPANOAMERICA      ,Otros
1583,ROTULO NO INFORMADO,HISPANOAMERICA      ,Acera
1584,ALLO PIZZA,NUEVA ESPA?A        ,Acera
1585,LA VILLANA BAR,NUEVA ESPA?A        ,Acera
1586,LUMAN II,PROSPERIDAD         ,Acera
1587,BAR HERMANOS VELASCO,CANILLEJAS          ,Acera
1588,BAR AUTOMATICO,EMBAJADORES         ,Acera
1589,TABERNA LA CASTA,UNIVERSIDAD         ,Calle peatonal
1590,PASA Y PICA LA TABERNA,BUENAVISTA          ,Acera
1591,BIOTZA  BAR-RESTAURANTE,RECOLETOS           ,Acera
1592,CAFETERIA PUERTA BONITA,PUERTA BONITA       ,Acera
1593,CERVECERIA LA RIA,PROSPERIDAD         ,Acera
1594,CAFETERIA FANNY,PROSPERIDAD         ,Acera
1595,RESTAURANTE,HISPANOAMERICA      ,Calle peatonal
1596,CAF? BAR ENSANCHE 71,ENSANCHE DE VALLECAS,Acera
1597,FORKON S.L.,PACIFICO            ,Plaza peatonal
1598,ATLANTICO CASA DE PETISCOS,IBIZA               ,Acera
1599,LA LUNA,MARROQUINA          ,Plaza peatonal
1600,LA CABA?A,CONCEPCION          ,Acera
1601,SIN R?TULO,CONCEPCION          ,Acera
1602,SIDRERIA ASTIGARRAGA,CONCEPCION          ,Acera
1603,EL NAVIO,COSTILLARES         ,Acera
1604,BAR EL PASO DOBLE,QUINTANA            ,Calle peatonal
1605,LA BOTELLER?A DEL SUR,CONCEPCION          ,Acera
1606,VIPS,PALACIO             ,Acera
1607,ESTADO PURO,CORTES              ,Plaza peatonal
1608,LOS GALAYOS,SOL                 ,Calle peatonal
1609,CHOCOLATERIA VALOR,SOL                 ,Calle peatonal
1610,COMETE EL MUNDO,EMBAJADORES         ,Acera
1611,STARBUCKS COFFEE,CORTES              ,Acera
1612,PUB SAGASTA 28,JUSTICIA            ,Acera
1613,LA FAROLA,SOL                 ,Calle peatonal
1614,"LA MANYULA, BAR, CAFETER?A, RACIONES",EMBAJADORES         ,Acera
1615,M?R,UNIVERSIDAD         ,Calle peatonal
1616,RESTAURANTE CHINO PLAZA DEL ANGEL,CORTES              ,Acera
1617,LA TIA CEBOLLA,CORTES              ,Acera
1618,MAD MAD VEGAN,JUSTICIA            ,Acera
1619,INDALO TAPAS,JUSTICIA            ,Calle peatonal
1620,ANJO CERVECERIA,CONCEPCION          ,Acera
1621,PELUQUERIA LOW COST,QUINTANA            ,Acera
1622,ALACENA CAFETERIA CERVECERIA,CONCEPCION          ,Acera
1623,BAR ASTUR LEONES CERVECERIA,CONCEPCION          ,Acera
1624,BAR LA VILLA DE TONY CAFE,CONCEPCION          ,Acera
1625,CAFETERIA BAR QUEPAR,CONCEPCION          ,Acera
1626,CAFETERIA ISLA,CONCEPCION          ,Acera
1627,BAR-CERVECERIA,CONCEPCION          ,Acera
1628,BAR LA TABERNA DE CHANA VIC?LVARO,VALDEBERNARDO,Bulevar
1629,100 MONTADITOS,CUATRO CAMINOS      ,Acera
1630,DIDECO,CASTILLEJOS         ,Superficie en parcela privada
1631,BAR LA TERRAZA,SAN JUAN BAUTISTA   ,Plaza peatonal
1632,EL RINCONCITO,PUEBLO NUEVO        ,Acera
1633,BAR,NUMANCIA            ,Acera
1634,LAS BOVEDAS DE CIBELES,JUSTICIA            ,Acera
1635,TAPA TAPA,SOL                 ,Calle peatonal
1636,RESTAURANTE JALO,EMBAJADORES         ,Acera
1637,BAR BAHIA,ALMENDRALES         ,Plaza peatonal
1638,BAR EL ENCIERRO,SAN FERMIN          ,Otros
1639,BAR: EMANUELA ANA,EL PILAR            ,Superficie en parcela privada
1640,TAPIKAS,CASTILLEJOS         ,Acera
1641,BAR EL MIRADOR DE SAN ISIDRO,LOS ROSALES         ,Calle peatonal
1642,PURE & BOWL,LEGAZPI             ,Acera
1643,PIZZERIA MAYOR,ARCOS               ,Acera
1644,BECQUER 6 FOOD & DRINKS,CASTELLANA          ,Acera
1645,CRUZ AZUL,IBIZA               ,Acera
1646,MURILLO CAFE,LOS JERONIMOS       ,Acera
1647,OFERCOPY,IBIZA               ,Bulevar
1648,PARADOR DEL JAMON,IBIZA               ,Acera
1649,LA CASITA DE CARLOTA,MARROQUINA          ,Acera
1650,EL CHOCOLATE DE LORO,UNIVERSIDAD         ,Acera
1651,STARBUCKS COFFEE,SOL                 ,Plaza peatonal
1652,BAR RESTAURANTE MAISHA,EMBAJADORES         ,Acera
1653,LA POTENTE,PALACIO             ,Acera
1654,MESON DE LA TORTILLA,SOL                 ,Acera
1655,MATUTE,CORTES              ,Plaza peatonal
1656,LA PERCHA,CASTELLANA          ,Acera
1657,CAFE CANELA RESTAURANTE,CASA DE CAMPO       ,Acera
1658,BAR CERVECERIA SEVILLA,PRADOLONGO          ,Acera
1659,CAFETERIA ZAMPA TAPAS,SAN ANDRES          ,Acera
1660,BAR LAS PALMERAS,SAN CRISTOBAL       ,Acera
1661,BAR LOS AMIGOS,AEROPUERTO          ,Acera
1662,EL MORDISCO,MIRASIERRA          ,Acera
1663,MC DONALDS,NUEVA ESPA?A        ,Acera
1664,BAR RESTAURANTE,HISPANOAMERICA      ,Plaza peatonal
1665,RESTAURANTE FENIX,VALVERDE            ,Acera
1666,THE GOOD BURGER,ARGUELLES           ,Acera
1667,EL 39,VALVERDE            ,Acera
1668,LA MENDOZINA,MIRASIERRA          ,Acera
1669,LA MESA PUESTA,EL PILAR            ,Acera
1670,KEBAB KEBABISH,PE?A GRANDE         ,Plaza peatonal
1671,BAR FELIX,VALDEZARZA          ,Acera
1672,HOSTAL  PERSAL,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
1673,BAR LE PETIT                                      ,EMBAJADORES         ,Acera
1674,BAR LA PLAYA DE LAVAPIES,EMBAJADORES         ,Acera
1675,TAPAME,VENTAS              ,Calle peatonal
1676,MONTEMAYOR,QUINTANA            ,Acera
1677,CAFETERIA ROMAN,CONCEPCION          ,Plaza peatonal
1678,SALONES LASO,CONCEPCION          ,Plaza peatonal
1679,CASA IVAN,CONCEPCION          ,Plaza peatonal
1680,CAFETERIA LUZON,CONCEPCION          ,Acera
1681,BAR YOLANDA,SAN PASCUAL         ,Calle peatonal
1682,KING DONER KEBAD,GUINDALERA          ,Acera
1683,BODEGA LA FUENTE,GOYA                ,Acera
1684,BAR VALLADARES,GUINDALERA          ,Acera
1685,BAR LA VEGA,LOS ANGELES         ,Acera
1686,BAR LA TERRAZA ,SAN ANDRES          ,Otros
1687,EL SABINAR,PE?A GRANDE         ,Superficie en parcela privada
1688,RISTORANTE GINOS,PE?A GRANDE         ,Acera
1689,THINK,VALVERDE            ,Acera
1690,80? GASTRO XS,VALVERDE            ,Acera
1691,BAR CAFETERIA HERMANOS RODRIGUEZ,VALVERDE            ,Acera
1692,CAFETERIA AZABAL,VALVERDE            ,Acera
1693,TELEPIZZA,EL GOLOSO           ,Acera
1694,LOS 100 MONTADITOS,EL GOLOSO           ,Acera
1695,CHUPI LERENDI,EL GOLOSO           ,Acera
1696,INTECA REFORMAS Y DESE?O DE INTERIORES,EL PILAR            ,Acera
1697,BAR GONGO,EL PILAR            ,Acera
1698,HORCHATERIA BARI HELADERIA,EL PILAR            ,Acera
1699,ZAGROS DOGER KEBAB,EL PILAR            ,Acera
1700,CERVECERIA LOS ROBLES,EL PILAR            ,Acera
1701,BAR SANTILLAN,EL PILAR            ,Acera
1702,PEGGY SUE,PE?A GRANDE         ,Acera
1703,CAPRICHOS,VALVERDE            ,Acera
1704,MESON LOS ARCOS CAFETERIA,EL PILAR            ,Acera
1705,BAR EL RINCONCITO,EL PILAR            ,Calle peatonal
1706,BAR PALAS,EL PILAR            ,Calle peatonal
1707,ESCONDITE JAMONAL,VALVERDE            ,Acera
1708,BAR PRADENA,EL PILAR            ,Acera
1709,CAFETERIA FELGAR PUB,LA PAZ              ,Acera
1710,CAFETERIA FEREVA,VALVERDE            ,Acera
1711,MESON TOLEDANO,EL PILAR            ,Acera
1712,RESTAURANTE EL ENVITE,MIRASIERRA          ,Acera
1713,MADRID LA CORTE,EL PILAR            ,Acera
1714,BAR LA PONDEROSA 2,PE?A GRANDE         ,Acera
1715,RESTAURANTE BAR HAWAII,PE?A GRANDE         ,Acera
1716,RANIA Y AYA DONER KEBAB ASADOR DE POLLOS,EL PILAR            ,Acera
1717,BAR SAN LUIS,EL PILAR            ,Acera
1718,BAR CAFE IBOR,VALVERDE            ,Acera
1719,CAFETERIA RUBIO,PE?A GRANDE         ,Acera
1720,BAR CERVECERIA J CAMPOS,PE?A GRANDE         ,Acera
1721,MONTES,EL PARDO            ,Plaza peatonal
1722,LA MARQUESITA,EL PARDO            ,Plaza con bandas permanentes de circulaci? rodada
1723,CASA PEPE,EL PILAR            ,Acera
1724,BAR TXAPELA TABERNA,EL PILAR            ,Acera
1725,BAR LAS TORCAS,PE?A GRANDE         ,Plaza peatonal
1726,EL 22 CAFE,EL PILAR            ,Acera
1727,LAS REJAS,EL PILAR            ,Acera
1728,ORFRAN,LA PAZ              ,Plaza peatonal
1729,PIZZER?A DI CARLO,PE?A GRANDE         ,Acera
1730,LA TABERNA,LA PAZ              ,Acera
1731,LA CHOZA DEL SEGOVIANO,EL PARDO            ,Calle peatonal
1732,LA STRADA,PE?A GRANDE         ,Acera
1733,BAR LA ISLA,PE?A GRANDE         ,Calle peatonal
1734,BAR CERVECERIA LA CARABELA,PE?A GRANDE         ,Acera
1735,CERVECERIA CAFE BAR EL 88,PE?A GRANDE         ,Plaza peatonal
1736,BAR MELGAREZ,PE?A GRANDE         ,Acera
1737,CAFETERIA LOS SERRANITOS CERVECERIA,EL PILAR            ,Acera
1738,BAR LA CANCHA,EL PILAR            ,Acera
1739,LA TABERNA DE PALACIO,EL PARDO            ,Plaza con bandas permanentes de circulaci? rodada
1740,LA MANO DE PABLO,VALVERDE            ,Acera
1741,CAFETERIA CASTELLOTE,LA PAZ              ,Acera
1742,CERVECERIA LA PI?ATA,EL PILAR            ,Acera
1743,CERVECERIA EL BARRIL,SAN PASCUAL         ,Acera
1744,BAR RUVAL,CONCEPCION          ,Acera
1745,D'CH,EMBAJADORES         ,Plaza con bandas permanentes de circulaci? rodada
1746,BAR LOS EXTREME?OS,PUEBLO NUEVO        ,Acera
1747,DUNKIN COFFEE,EMBAJADORES         ,Plaza con bandas permanentes de circulaci? rodada
1748,PADTHAIWOK,PALACIO             ,Acera
1749,CAFE DEL NUNCIO,PALACIO             ,Calle peatonal
1750,LA PANERIE,LISTA               ,Acera
1751,EL GRAN BARRIL,GOYA                ,Acera
1752,LA COLONIAL  DE GOYA,RECOLETOS           ,Acera
1753,EL TAPEO,PALACIO             ,Acera
1754,BAR SEVE,VENTAS              ,Acera
1755,BAR EL PINCEL DE SERGIO,PALOMERAS SURESTE   ,Plaza peatonal
1756,PASTELERIA-CAFETERIA GLASSE,VENTAS              ,Acera
1757,EL VERGEL DE LA VILLA,CASA DE CAMPO       ,Acera
1758,FLYING TIGER,SOL                 ,Acera
1759,"BAR PASCUAL, BAILEN 26",PALACIO             ,Acera
1760,TAQUERIA MI CIUDAD,SOL                 ,Acera
1761,FRIDA,JUSTICIA            ,Plaza peatonal
1762,CASA PILUCA,PALACIO             ,Acera
1763,BAR - RESTAURANTE,PALACIO             ,Calle peatonal
1764,EUCALIPTO,EMBAJADORES         ,Acera
1765,RENCAJAL,JUSTICIA            ,Acera
1766,EL TERREMOTO DE ATOCHA,EMBAJADORES         ,Acera
1767,DUNKIN COFFEE (CON HMC),UNIVERSIDAD         ,Plaza peatonal
1768,JUICY AVENUE,UNIVERSIDAD         ,Acera
1769,SALON DE JUEGOS 22,OPA?EL              ,Acera
1770,POR DETERMINAR,CUATRO CAMINOS      ,Acera
1771,LA SOTA,CASTELLANA          ,Acera
1772,STARBUCKS COFFEE,UNIVERSIDAD         ,Acera
1773,A DETERMINAR,ARGUELLES           ,Acera
1774,SAL GORDA,CIUDAD UNIVERSITARIA,Acera
1775,ASTORGA BAR,ARGUELLES           ,Acera
1776,EL LAGAR,ARGUELLES           ,Acera
1777,MORITZ,PROSPERIDAD         ,Acera
1778,RESTAURANTE JAI ALAI,EL VISO             ,Acera
1779,RODILLA,HISPANOAMERICA      ,Acera
1780,KANTAMELADE,NUEVA ESPA?A        ,Acera
1781,LA BIEN TIRA,SAN PASCUAL         ,Acera
1782,LA PARRILLA DEL PINAR,COSTILLARES         ,Acera
1783,BAR EL PICOTEO,NUMANCIA            ,Otros
1784,DONER KEBAB POLLO ASADO,VISTA ALEGRE        ,Acera
1785,BAR CAFETERIA DONER BEBAP,BUENAVISTA          ,Acera
1786,ENSALADAS Y M?S,ATOCHA              ,Acera
1787,BAR CERVECERIA LA FUENTE,LUCERO              ,Acera
1788,OTOTOI,CORTES              ,Acera
1789,PUERTA BISAGRA,NUMANCIA            ,Plaza peatonal
1790,BAR FREIDURIA NUCITA GALLINEJA-ENTRESIJOS,PALOMERAS BAJAS     ,Acera
1791,TRUJILLO,BUTARQUE            ,Acera
1792,MARAVILLAS III MUJIGATO,GOYA                ,Acera
1793,EL PALETO,QUINTANA            ,Acera
1794,LOS AROS III,BERRUGUETE          ,Acera
1795,EVELIO,SAN ANDRES          ,Acera
1796,DONER KEBAP POLLO ASADO,ACACIAS             ,Acera
1797,BAR GALICIA,PALOMERAS BAJAS     ,Acera
1798,BAR RESTAURANTE AKI ME QUEDO,PALOMERAS BAJAS     ,Acera
1799,BAR WENDIGO,PALOMERAS BAJAS     ,Acera
1800,BAR LA TAPERIA,PORTAZGO            ,Acera
1801,BAR ALMAN?,PALOMERAS BAJAS     ,Acera
1802,FREIDUR?A MADRID,PORTAZGO            ,Acera
1803,SANPAS CAFETERIA BAR,HISPANOAMERICA      ,Acera
1804,GOBOLO,HISPANOAMERICA      ,Acera
1805,RESTAURANTE CAFETERIA EL TENEDOR DE ORO,CANILLEJAS          ,Acera
1806,LOS GRANAINOS IV,PE?A GRANDE         ,Acera
